name,artistID,weight
Girls,6210,2526
Chimarruts,3384,2523
New Years Day,3369,2522
Combatwoundedveteran,11986,2521
Brendan Benson,4073,2521
Sleigh Bells,5147,2519
As We Fight,17631,2519
Anything Box,1028,2517
Jay Electronica,10399,2513
The Zutons,5440,2513
Spazz,3785,2511
Julian Lynch,13052,2511
Ximena Sariñana,12555,2510
Casting Crowns,7756,2509
"Albert Hammond, Jr.",6726,2505
Day26,17899,2505
Eazy-E,2227,2503
Brother Ali,6343,2503
Nick Jonas & The Administration,685,2501
Josh Turner,2451,2499
Allison,15892,2496
Acid Drinkers,3624,2496
2 Many DJ's,4720,2494
FM Static,8244,2490
Dommin,2945,2489
Eskimo Disco,17804,2488
Jose Vanders,13997,2485
Aereda,9365,2484
Los Fabulosos Cadillacs,7532,2484
アンジェラ・アキ,3487,2481
5ivesta Family,11576,2481
Yolanda Be Cool & DCUP,3713,2480
Delphic,2602,2480
The Replacements,10847,2479
Josh Ritter,3619,2479
ORANGE RANGE,10583,2473
Puscifer,1701,2469
Luciana Abreu,16805,2467
Brooke Valentine,6566,2466
Jim Morrison,6950,2466
Magnitarus,7010,2465
Granada,6536,2461
Death in June,1205,2459
Young Knives,7745,2459
John Coltrane,613,2457
The Unicorns,6687,2457
Paula Toller,15215,2456
Vavamuffin,5845,2454
Lower Definition,9515,2451
Xploding Plastix,2811,2451
Alain Souchon,7233,2450
The Beautiful South,11849,2450
Reni Jusis,7445,2449
Jedward,6866,2448
Frida,6703,2446
Electric Six,8910,2445
凛として時雨,11304,2445
Jay Clifford,3099,2445
Blue Stahli,15570,2444
Sick of It All,11865,2444
Narkotiki,5922,2444
岩崎琢,11825,2444
Warmen,7899,2444
Merlinmoon,15687,2444
edIT,2174,2441
Blackmail,10740,2441
Zeki Müren,2299,2439
Gui Boratto,9766,2438
Mónica Naranjo,2390,2437
Chris Clark,2670,2432
The Futureheads,7663,2429
CunninLynguists,1237,2426
Modwheelmood,5111,2425
Your Vegas,4075,2424
For the Fallen Dreams,8277,2421
Manu Gavassi,9249,2420
Quasimoto,1948,2419
The Get Up Kids,4201,2419
Rain,7619,2418
Gym Class Heroes,2841,2418
Arms and Sleepers,10719,2418
Juha Tapio,8796,2414
Pharoahe Monch,248,2413
N.W.A,2251,2411
Tindersticks,13888,2410
Pinback,6295,2409
Mind Eraser,17944,2408
Thelonious Monk,625,2407
The Almost,7724,2401
Powerman 5000,2851,2401
Deutsch Amerikanische Freundschaft,2039,2400
"Raz, Dwa, Trzy",9886,2397
Ampop,4045,2394
Nightrage,4178,2393
The Vincent Black Shadow,10401,2389
Ricky Nelson,9287,2389
Green Carnation,4690,2386
Jim Sturgess,2852,2386
Blu & Exile,1959,2383
Zander,5644,2383
Bonde da Stronda,7061,2382
Venom,1531,2379
椎名林檎,9585,2377
Br00talizer,8457,2377
Funkadelic,3776,2376
Jazztronik,15087,2376
Hocico,13,2376
Indigo Girls,9539,2376
Reign Supreme,17945,2373
Mitchel Musso,692,2372
Sinking Ships,17946,2371
DE DE MOUSE,15088,2369
10cc,3934,2369
Little Brother,1839,2368
Absurd Minds,1293,2363
Litfiba,3472,2362
Đorđe Balašević,1153,2361
The Bouncing Souls,4184,2360
Mark Ronson,9160,2359
Rosa De Saron,2986,2359
Massacration,2344,2357
People Under the Stairs,1606,2357
Huski,17805,2356
God Module,41,2355
Cage the Elephant,7177,2352
Duncan Sheik,3101,2351
Blut aus Nord,2772,2351
Dub Incorporation,10464,2350
Julee Cruise,3885,2349
Oh No,5883,2348
Edge of Sanity,10833,2347
Apogee,15089,2345
War of Ages,2190,2345
Metin & Kemal Kahraman,8439,2344
Polvo,7374,2344
Murat Esmer,13498,2344
Nevea Tears,6011,2343
Nenhum de Nós,1662,2343
Aborted,3722,2343
Reik,2462,2342
belladonnakillz,2697,2341
Onra,1953,2341
WHITE FENCE,13055,2340
The Contortionist,3999,2340
SMA,5596,2338
Dark Age,7113,2338
Ronnie Day,18561,2336
GG Allin,4778,2336
The Baseballs,1648,2333
Circle Jerks,11042,2324
Anna Bergendahl,15348,2324
Azax Syndrom,4583,2323
Queen + Paul Rodgers,5020,2321
Idlewild,8043,2321
Atheist,4787,2320
Beverly Kenney,10623,2320
Buck 65,8657,2319
Rotersand,1294,2319
시크릿,2117,2316
Kids In Glass Houses,7776,2315
Alliance Ethnik,10465,2314
Neurosis,3805,2313
Milla Jovovich,8715,2312
Seals & Crofts,9421,2310
Lusine ICL,7013,2310
[unknown],3462,2308
The Kilimanjaro Darkjazz Ensemble,9783,2308
Strapping Young Lad,2964,2307
Gabi,16564,2304
Dr. Sin,931,2304
Jurassic 5,1610,2303
Plus-Tech Squeeze Box,15090,2302
Marcelo D2,5119,2301
Atomic Kitten,800,2299
Editus,10533,2298
Alabama,3581,2298
Pencey Prep,13534,2297
Rufio,4826,2297
Joni Mitchell,8594,2297
Chiddy Bang,2135,2296
Thomas Dybdahl,7651,2295
Popular Computer,15091,2294
Marcelo Camelo,1761,2294
E.M.D.,7656,2293
Champion,13692,2293
Pretty Boy Floyd,5004,2293
Super Furry Animals,2532,2292
Hootie & the Blowfish,3614,2289
SS501,5575,2289
The Teenagers,7071,2287
ｂｏｒｎ,17654,2287
Children of Fall,6839,2286
Cólera,4825,2286
DJ Risk One,4023,2285
Danger Mouse and Sparklehorse,16668,2284
The Adventures,78,2281
Acceptance,4762,2281
Comadre,17947,2280
Eiza Gonzalez,13739,2279
Natalie Walker,3100,2279
Cursed,17094,2278
Spock's Beard,2003,2278
Globus,6250,2275
John Barry,7148,2275
Antti Tuisku,6859,2271
大沢誉志幸,17806,2271
Pillar,1855,2271
Nara Leão,9700,2271
Otto Dix,10430,2269
Cage,9125,2268
Mein Hünd Morder,5127,2267
Tuxedomoon,2037,2265
Paul van Dyk,529,2264
Böhse Onkelz,6200,2263
Bane,4204,2263
Ellen Allien,1752,2261
Justyna Steczkowska,8765,2261
Drive-By Truckers,12723,2259
Laura Branigan,6698,2258
Barış Manço,2308,2258
Mark Ronson & The Business Intl,5836,2258
Phil Vassar,2447,2257
Azure Ray,12026,2255
Esteban,7834,2252
For Today,1552,2251
Monarchy,4026,2251
Jarabe de Palo,7623,2251
Carajo,18576,2249
Bluetech,5360,2248
Eric Church,5651,2247
Bertine Zetlitz,3991,2247
Heaven 17,1027,2246
Autoramas,8708,2243
Local Natives,451,2241
The Magic Numbers,3468,2241
Sean Paul,3316,2240
The Darkness,1248,2240
Hoods,11850,2240
The Unseen,3734,2240
Glasvegas,6920,2239
鈴木亜美,3483,2239
Akurat,7038,2239
The Pillows,1154,2237
Hirax,1524,2237
Deine Lakaien,4872,2236
Brett Anderson,9633,2235
Dylan & Robyn Chaos,6840,2234
The Charlatans,6852,2231
Cecilia Bartoli,5786,2231
The Mighty Boosh,9931,2231
45 Grave,3435,2230
Windy & Carl,6155,2229
Divine Heresy,826,2226
"Earth, Wind & Fire",987,2225
La Quinta Estación,7846,2225
Stack Bundles,2904,2223
Meiko,3102,2223
Ours,4366,2222
Family Force 5,3247,2222
American Me,8294,2216
TV on the Radio,2405,2215
Envydust,5641,2214
Declan,15349,2214
Hurt,10390,2214
斉藤和義,15092,2213
Luiza Possi,4868,2213
Anniela,3177,2212
The Filthy Youth,7750,2211
Patrick O'Hearn,6060,2209
The Sonics,549,2207
Mike Posner,7868,2206
Karunesh,8689,2205
Trentemøller,4734,2205
Линия,4234,2202
Blue Angel,6700,2201
Megan Rochell,8078,2200
Dario Marianelli,9404,2199
Adam Ant,5258,2197
Curtis Mayfield,10394,2196
Procol Harum,7929,2193
Richard Wright,13983,2191
A Camp,15752,2188
Under Line,6793,2187
Wild Beasts,9727,2187
Tópaz,12104,2186
Calabrese,10404,2185
Emil Bulls,8258,2183
Ronan Keating,4257,2183
Busted,4559,2181
Jan Hammer,5256,2181
Kansas,1468,2179
Incognito,10468,2178
Unearth,2384,2176
Christy,18562,2176
Diablo Swing Orchestra,1177,2175
dragon ball z,9738,2174
Aliados 13,1642,2174
The Long Blondes,12165,2172
ＶａｎｅｓｓＡ,17655,2172
The Hold Steady,3666,2171
Sirenia,4137,2171
Peggy Lee,3896,2171
Felipe Smu,11154,2168
BAELSCOPE,17656,2167
Altered Images,6780,2167
iLiKETRAiNS,12583,2167
DJ Calboy,3950,2166
A Plea for Purging,5135,2166
Natalie Bassingthwaighte,8171,2164
Alex Ferreira,5245,2163
Dimension Zero,10953,2162
Fobia,4149,2162
Antonio Meliveo,6030,2161
2ois,6534,2161
Craig Owens,12387,2160
Jack Wall,6394,2159
Pelebrói Não Sei?,7330,2158
Tim Finn,6782,2157
Hyper Crush,5307,2155
Brainstorm,4609,2155
Camilo Echeverry,12586,2154
Blake Shelton,3585,2154
Cold World,9801,2154
Deltron 3030,1631,2153
Thrangh,4637,2152
The American Analog Set,2285,2149
Norrda,6948,2148
T-ara,8651,2146
Fireflight,4747,2144
Witch Hunt,17948,2144
The Zombies,5434,2141
Big Country,6732,2141
Orphaned Land,4613,2141
Anal Blast,9225,2139
Blind Divine,7011,2139
Arashi,14310,2138
Young Buck,6620,2138
Valery & The Greedies,6031,2135
Amduscia,31,2134
"Does It Offend You, Yeah?",4387,2134
Guillemots,6222,2131
Ramirez,12791,2130
Agua de Annique,4143,2129
Christina Perri,2981,2129
Arvo Pärt,6161,2128
Arash,4686,2127
The Partridge Family,8552,2126
Belphegor,6818,2125
下村陽子,7160,2123
Bassnectar,8782,2122
Miguel Bosé,6522,2122
Brodka,10987,2122
Anna Ternheim,7644,2121
Cristina Mel,6701,2120
Lightspeed Champion,1960,2120
Jakob,12761,2120
Yashin,9936,2118
Macdonald Duck Eclair,15093,2118
Decyfer Down,3092,2117
Fernandinho,8732,2114
Die Antwoord,1142,2113
The Faceless,4004,2113
The Helio Sequence,9673,2113
Men at Work,7927,2110
Enduser,2165,2109
Пикник,2028,2109
Gorgoroth,28,2109
Dub FX,2813,2108
Mat Kearney,3756,2107
Immanu El,3414,2105
The Thermals,4199,2104
Fad Gadget,7343,2101
つじあやの,17807,2100
A Change of Pace,4741,2100
UNLIMITS,2090,2099
Stab,17225,2098
Tying Tiffany,11031,2098
Starsailor,1381,2095
Jack Peñate,5428,2095
Repo! The Genetic Opera,3185,2095
Gang of Four,7076,2091
The Sound,10105,2090
Ten Yard Fight,17949,2090
Autumn,3422,2089
Broder Daniel,12007,2089
Patrick Nuo,3199,2089
To/Die/For,4985,2088
Fonky Family,10466,2088
Jonathan Coulton,11510,2084
Jean Grae,10393,2083
Missing Persons,6073,2083
Andreea Banica,18129,2081
Broken Bells,3706,2079
Sissel Kyrkjebø,13435,2077
Oceano,4503,2077
Gyroscope,13376,2074
Cher Lloyd,5529,2072
Ulrich Schnauss,6582,2072
I Monster,5891,2070
Rata Blanca,7097,2070
Brazzaville,14646,2069
黒木メイサ,2808,2068
Hot Water Music,4191,2067
Anouk,5768,2065
Kesmeşeker,6946,2065
Zülfü Livaneli,2307,2062
Dirty Beaches,13056,2061
The Avalanches,1970,2061
The Hoosiers,9977,2060
Medina,914,2057
Little Walter,8126,2057
"The Good, the Bad & the Queen",1107,2056
Dirty Projectors,2268,2052
Erkan Oğur,8431,2051
Glen Hansard & Markéta Irglová,8716,2051
KAT-TUN,5080,2049
Turbonegro,4457,2048
Beneath the Massacre,1561,2044
The Lucksmiths,13417,2044
Turisas,10585,2042
The Kelly Family,9751,2041
Bracewar,17950,2040
Im Tae Kyung,8652,2040
-OZ-,2103,2039
Adiemus,7256,2038
Johnossi,13744,2038
Maria Willson,5766,2037
Fey,788,2036
Bananarama,2571,2034
Grubson,5038,2034
The Rock,9682,2034
Slick Shoes,4824,2034
Mirah,6417,2033
Fear,9872,2032
Callejón,14889,2031
Deniece Williams,6699,2030
The Swell Season,3618,2030
Ao Cubo,9164,2028
The Microphones,2279,2027
The Speed Freak,2700,2026
Keshia Chanté,8079,2025
KOTOKO,2512,2025
History,15779,2024
The Danse Society,5918,2024
The Audition,6770,2023
Cliff Martinez,1716,2023
The Wanted,6528,2022
Lodger,13933,2022
k-os,2404,2022
Matthew West,14035,2020
Big Moves,2263,2020
Jota Quest,3376,2018
IAM,10467,2017
Dragon Ash,16156,2017
Grateful Dead,1422,2017
Plastic Tree,8407,2015
Wynardtage,1315,2014
Jonny Diaz,18658,2013
Robin Guthrie,7879,2013
Outbreak,16272,2011
Leon Jackson,4554,2011
Kaleidoscope,17632,2010
Bang Gang,5927,2010
Love and Theft,18659,2008
Eighteen Visions,3086,2006
The Click Five,3079,2002
Butthole Surfers,3443,2002
Black Tide,3088,2001
Fernando & Sorocaba,4463,2000
Eskimo Callboy,5130,1999
Harry Nilsson,12599,1998
Black Buddafly,8080,1997
ATC,3573,1997
Seabound,1296,1997
Slapshot,16260,1995
Башня Rowan,14693,1994
Lili,9683,1993
"Three 6 Mafia feat. Flo Rida, Sean Kingston & Tiësto",18130,1993
Wintersun,2969,1993
Mariana Aydar,12021,1992
Agonoize,11,1992
The Dears,8210,1992
Fiction Factory,79,1990
Zeigeist,7885,1989
Moxy Früvous,13065,1987
リア・ディゾン,12182,1985
Killing the Dream,17951,1984
Oceansize,6570,1983
Mark Knopfler,711,1982
One Be Lo,6329,1982
Flobots,2829,1981
Spor,5060,1980
Pnau,3738,1980
supercell feat. 初音ミク,17755,1977
Bryan Rice,15350,1977
Nat King Cole,2458,1976
Katherine Jenkins,2076,1975
Cordel do Fogo Encantado,417,1974
Violent Femmes,3781,1973
Vivendo do Ócio,11460,1972
Gary Allan,3587,1972
Maps & Atlases,2267,1971
Solange,1935,1969
Hilltop Hoods,5481,1969
Gandhi,10534,1968
Salyu,16845,1967
Skyfire,2974,1966
Аквариум,3831,1965
Sabrepulse,2693,1965
Greyson Chance,4582,1965
Kellplanet,6755,1964
Sarah Michelle Gellar,18334,1964
Tarot,1359,1963
Pulling Teeth,11607,1962
ASP,9263,1961
Move,9739,1958
Dave Matthews & Tim Reynolds,3615,1957
Big D and the Kids Table,10564,1957
Spiritualized,4064,1957
Versailles,2093,1956
Grass Widow,13057,1956
KOKIA,5093,1954
Биопсихоз,7637,1953
Dog Fashion Disco,8904,1953
Skunk Anansie,5215,1953
Mercedes Sosa,8756,1950
Astrid Hadad,7836,1949
Will Young,3866,1948
Pete Townshend,7266,1947
Olivia Newton-John,6777,1945
Shoji Meguro,10554,1944
Neil Diamond,3306,1943
mc chris,5305,1943
The Animals,2899,1941
Armandinho,4466,1940
Hawkwind,5296,1940
Gabriel o Pensador,4866,1940
Ida Corr vs. Fedde Le Grand,18131,1938
Ra Ra Riot,446,1938
Paulinho Moska,11484,1935
Tiago Iorc,4708,1934
Exaltasamba,3392,1932
Dirty Money,11577,1932
Agnieszka Chylińska,2515,1932
Teenage Bottlerocket,10565,1930
Frankie Goes to Hollywood,2027,1929
Megaromania,12801,1928
Ry Cooder,11927,1927
Kenna,9162,1927
Swollen Members,12044,1926
The Durutti Column,10111,1926
Ana Johnsson,7448,1925
The Dust Brothers,2831,1924
Jamie Woon,9285,1923
The New Law,4227,1921
Juno Reactor,5073,1918
Glass Candy,4032,1916
Ryan Harvey,8614,1916
LL Cool J,2922,1914
Rotting Christ,3806,1913
100DEADRABBITS!!!,5964,1913
Boris,752,1913
Michael W. Smith,16076,1913
Tsunami Bomb,12273,1912
Roupa Nova,6123,1912
Cascadura,1651,1911
A Very Potter Musical,12209,1910
Luke Vibert,7493,1910
Axel Rudi Pell,6748,1909
Danger,8136,1908
Lumen,3833,1908
George Jones,4542,1908
Talamasca,1285,1907
Zodiac,6057,1906
Mandy Capristo,16806,1906
Therapy?,853,1905
Black Kids,3293,1901
DeVotchKa,214,1901
Charlotte Gainsbourg,3202,1900
Asia Cruise,8082,1899
Hank Williams,4520,1897
Livvi Franc,6690,1897
Coeur de Pirate,2433,1897
Maria Peszek,4569,1896
Modeselektor,8510,1893
Hateen,6792,1893
Joni James,10624,1893
Bucks Fizz,9288,1891
Betrayed,17952,1889
Galaxie 500,3294,1889
The Associates,3941,1889
Pizzicato Five,1161,1889
Slagsmålsklubben,3222,1888
Big & Rich,3762,1888
Threat Signal,12780,1887
Fettes Brot,14802,1883
Megh Stock,3125,1883
As Cities Burn,14208,1882
Silver Forest,8400,1882
Franco Battiato,4649,1881
Dark Schneider,12796,1881
Death Angel,1352,1879
Beatallica,2620,1877
Charlotte Church,8844,1877
The Specials,2490,1876
Imperanon,10954,1876
Dividing The Line,6013,1876
Paula DeAnda,3498,1875
Army of the Pharaohs,13902,1873
Wolf Maahn,10469,1872
Big Punisher,2930,1870
Sam Hulick,6393,1869
Ania,4574,1868
Ночные Снайперы,3056,1868
Absynthe Minded,10325,1867
NEWS,395,1866
Hydria,8645,1864
Tocotronic,7642,1862
Danny!,6320,1859
Iris,2935,1859
The Armed,8295,1859
NOMAK,6336,1859
Amanda Somerville,13731,1852
Goran Bregović,2330,1852
MONKEY MAJIK,14218,1851
Ark,7713,1848
Sonny Boy Williamson,582,1848
Donavon Frankenreiter,8262,1848
Dar Williams,16952,1846
Dabrye,11204,1845
Maylene and the Sons of Disaster,4102,1844
Summoning,6258,1842
Teoman,2339,1842
Mr.Busta,18132,1841
Zombie Ghost Train,8065,1841
Matthew Good Band,3622,1840
boysetsfire,1546,1840
The Murmurs,9747,1839
Au Pairs,10652,1838
Jeff Beck,6541,1838
Clutch,4356,1838
Pride and Fall,1312,1838
Edward Maya,4561,1838
Nurse With Wound,3508,1838
Marilyn Monroe,3795,1835
:(,3362,1835
Labyrinth,4326,1834
Neon Indian,8678,1833
Alison Moyet,7068,1833
Negative,6235,1832
Passenger,8348,1832
Toque Profundo,5244,1831
Booka Shade,2149,1831
Josh Rouse,8591,1830
Mount Eerie,4053,1830
Andy Hunter°,15450,1826
Laurie Anderson,18158,1825
Johannes Brahms,7119,1822
Lacrimas Profundere,4162,1819
LoveHateHero,10784,1819
Deborah Blando,14515,1817
Fagasaurus Sex,14442,1816
Nemesea,7191,1815
Paolo Meneguzzi,657,1814
Nadine Coyle,5533,1814
Alph Lyla,7901,1814
Sneaky Sound System,894,1814
Quietdrive,4756,1813
Disney,11590,1813
Bülent Ortaçgil,8454,1813
Secos & Molhados,1757,1813
Glen Campbell,12681,1812
Karpatenhund,14803,1812
Meg Lee Chin,7082,1811
A.F.I.,5935,1811
Do As Infinity,8392,1811
Cam'ron,2910,1810
Bono,12289,1810
The Number Twelve Looks Like You,17953,1805
Falling In Reverse,1671,1804
Monty Python,3635,1804
Shitmat,2679,1804
Carpenters,3070,1803
Textures,3720,1802
HB,12691,1802
Revolverheld,12773,1802
Vitalic,4728,1801
One Night Only,5001,1800
14 Bis,18577,1799
Matenrou Opera,17657,1799
Mujuice,2158,1798
Kelly Sweet,8654,1798
Mike & The Mechanics,996,1797
Eivind Aarset,18159,1796
Herbie Hancock,11477,1796
Of Machines,9516,1794
Assück,13622,1793
Cock Robin,83,1792
Billie the Vision & The Dancers,13832,1790
Diamond Head,5365,1788
Juliette and The Licks,6539,1788
Trevor Rabin,12733,1788
Dizzee Rascal,2132,1787
Addison Road,12683,1787
サディ,17658,1787
4ре Апреля,4891,1785
Cold Chisel,6395,1784
cLOUDDEAD,3688,1784
Shannon,18282,1781
Isaac Hayes,1826,1781
M.O.P.,6888,1780
Psyclon Nine,17,1780
Thaeme Mariôto,4867,1780
SUPERiO,4638,1779
Muchy,1982,1778
周杰倫,9740,1777
Nahash,8324,1776
Frozen Plasma,4312,1775
Sérgio Mendes,12137,1773
Ska-P,2033,1772
AbradAb,10046,1771
Machine Drum,12979,1769
Freemasons,1395,1769
Skepta,11038,1768
The Vaccines,2611,1768
David Crowder Band,11806,1767
盧巧音,6498,1767
Pernice Brothers,16678,1766
Pitty - www.download.mus.br,17532,1766
Corpore,10299,1766
Jenny Lewis,6224,1764
Filter,6130,1762
SCREW,12805,1760
Cold Cave,8703,1760
The Apples in Stereo,2280,1758
Flow,1872,1756
Eva Avila,15421,1755
Cap'n Jazz,3335,1755
Vera Loca,15423,1754
UCLA Random Voices,18563,1754
Rx Bandits,8270,1753
Gatsby's American Dream,6771,1752
Skafandr,14687,1752
Wanessa Camargo,6119,1748
川田まみ,9089,1747
The Dodos,11589,1747
Bloodsucking Zombies From Outer Space,10403,1746
Kool G Rap,2915,1745
Rafael Wanyer,9154,1745
Deep Insight,5729,1744
Dizzy Mizz Lizzy,6348,1744
Lissie,11729,1744
Clubroot,11305,1744
Mattafix,5018,1742
Swampyboy,2701,1742
Steve Roach,9146,1741
The Supremes,10130,1741
12012,8396,1740
Erin McKeown,7281,1740
Quiet Riot,3471,1740
J. Tillman,9709,1739
Анастасия Приходько,4926,1738
Sp7,12792,1736
Circle II Circle,921,1735
Riz Ortolani,18436,1735
LM.C,10582,1735
Vanessa Petruo,336,1735
The Analogs,3640,1733
Alice Nine,8398,1733
Sage Francis,5936,1733
Ultrabeat,15451,1732
Fabrizio De André,3267,1731
Shellac,7375,1731
Khaled Mouzanar,8424,1729
Sly & The Family Stone,3778,1729
Liz Phair,1687,1728
Cordovero,15679,1728
Flight of the Conchords,1162,1727
Bebe,8409,1726
Najoua Belyzel,9742,1726
Stream of Passion,2069,1725
Thea Gilmore,12988,1725
Closure In Moscow,2845,1725
Bill Brown,6396,1725
Semi Precious Weapons,5984,1723
Black Milk,1605,1722
Brandi Carlile,3757,1722
Melotron,4317,1721
Spring Awakening Original Broadway Cast,11007,1719
Kevin Rudolf,6693,1719
Ponto de Equilíbrio,3746,1719
Red Snapper,4852,1718
Sébastien Tellier,3158,1717
Everlife,1685,1716
Boomkat,9401,1716
Street Fighter,18578,1715
Organized Konfusion,1629,1714
SafetySuit,7898,1714
Joe Nichols,3593,1712
The Jesus Lizard,882,1712
Haggard,7100,1711
Dev,2081,1708
BACK-ON,4430,1707
"Medeski, Martin and Wood",12114,1707
Candlebox,1655,1705
Ringo Starr,3065,1705
Vixen,2782,1704
Leæther Strip,4875,1704
This Romantic Tragedy,8682,1704
Paktofonika,1989,1703
Mendeed,12658,1703
Mordida,17534,1703
Bosques de mi Mente,4121,1701
Dry Kill Logic,3246,1701
The Kovenant,23,1699
Cliff Richard,10626,1699
Alex Smoke,11200,1698
Candlemass,5689,1698
Линда,4297,1697
Andrew Jackson Jihad,3347,1697
ReVamp,5461,1696
Shaman,7101,1696
Leniwiec,7040,1696
Blockhead,3995,1696
It Prevails,829,1694
Owen Pallett,3690,1693
Neuroticfish,1301,1692
Mamonas Assassinas,5772,1690
Stryper,1809,1689
Christa Black,18264,1689
Korea,8298,1689
Museum,3771,1681
Ras Luta,5490,1680
Nils Petter Molvær,16127,1680
Jim Croce,4780,1679
Inkubus Sukkubus,3195,1678
mclusky,6835,1677
Kristine Elezaj,5460,1676
Tracktor Bowling,508,1676
Her Demise My Rise,6019,1676
El Canto del Loco,9183,1676
Angerfist,2706,1676
Freezepop,6544,1675
Curren$y,10555,1675
Rebecca St. James,4380,1674
Binary Star,16074,1673
Rachel Portman,7009,1671
White Rose Movement,6847,1670
Buffy the Vampire Slayer,5781,1670
Faderhead,7512,1669
MBrother,8888,1669
Department of Eagles,7742,1669
The Free Association,18092,1669
Mr. President,3951,1668
Maria Callas,3874,1667
Os Cascavelletes,12154,1667
Cinema Strange,5113,1664
Yeni Türkü,2304,1664
Cranes,3290,1664
An Albatross,11004,1663
Ratos de Porão,4791,1662
山下智久,394,1661
Junior Boys,4735,1661
Freeway,6905,1661
D-A-D,2361,1659
Juliana Hatfield,11955,1659
Filo & Peri,15452,1658
Battles,2593,1657
Excrementory Grindfuckers,8331,1656
Sam Tsui,9169,1656
İncesaz,13503,1656
Os Paralamas do Sucesso,3382,1655
Gloria Trevi,795,1654
exist†trace,2096,1653
Phideaux,7049,1653
The Ditty Bops,6685,1651
Zion I,1611,1650
タッキー＆翼,14591,1650
Smog,9545,1650
Lifetime,4185,1650
Aggro Santos,5537,1649
Polar Bear Club,3041,1649
Reflection Eternal,10398,1648
Ludmila Ferber,9195,1648
Scenes From A Movie,12789,1647
Yello,1900,1647
Midtown,11795,1646
Cristian Castro,2053,1646
Small Faces,563,1646
Charles Aznavour,591,1644
SuG,10807,1644
Stigmata,4173,1643
Primal Fear,1368,1643
Brendon Urie,10983,1643
莫文蔚,6499,1643
Daniela Mercury,6721,1642
Headlights,13610,1642
Polara,10799,1641
Дубовый Гаайъ,3828,1640
Wir sind Helden,348,1640
Emmy the Great,9307,1639
Saratoga,7107,1639
Republika,865,1638
MC Lars,5304,1638
Pública,6147,1635
Pięć Dwa Dębiec,13025,1635
The Summer Set,5958,1635
Nana Mouskouri,3305,1634
Peter Murphy,3441,1633
Scarlett Johansson,3672,1630
Lovage,5180,1630
Andre Matos,925,1627
Pussycat Dolls,6313,1626
Fabio Frizzi,10219,1626
Úztari,10536,1625
Van She,8675,1625
Cult of Luna,2817,1624
Nena,6064,1624
Angélica,5973,1623
Şebnem Ferah,2338,1622
Joy Salinas,3952,1622
鈴木あみ,10226,1621
Maria Cecília & Rodolfo,5594,1621
Roy Orbison,1160,1620
Danger Danger,3474,1620
The Wolfgang Press,3295,1620
Love,13000,1620
The Bled,8468,1619
Bruno Coulais,11309,1619
Ben Kweller,4114,1617
Ministério Trazendo a Arca,12793,1617
The Twilight Singers,4451,1616
Young Love,5735,1615
Electro Spectre,13183,1614
Flёur,4889,1614
Lonestar,2457,1614
The Breeders,9332,1613
Nazar & Raf Camora,10873,1612
Cookie Monsta,11033,1611
Metallic Falcons,4046,1610
Double Thumb,13209,1609
ВFI,2185,1608
Steve Aoki,13375,1606
Low,11900,1605
Anna Abreu,13265,1604
Greg Laswell,3108,1603
Afshin,9741,1602
Diana Ross,1834,1601
Stabilo,15453,1601
I'm from Barcelona,9877,1601
Pitchshifter,509,1600
Numb,14292,1599
Stick to Your Guns,2187,1599
Paula Fernandes,2545,1598
Chingy,7766,1596
Anaal Nathrakh,4965,1596
TriaGrutriKa,10651,1596
Катетер,2748,1594
Broadway,8684,1594
Umbrellas,9081,1594
Pink Martini,3877,1593
Lali Puna,10738,1592
Eicca Toppinen,1702,1592
Fernanda Takai,4819,1590
Kylesa,9260,1590
Jerry Cantrell,1812,1589
Aura Dione,4767,1589
Paul Potts,7862,1589
Zuhal Olcay,2332,1587
audiomachine,1921,1587
João Gilberto,2460,1586
Il Divo,2050,1585
Electric Wizard,3809,1585
The Everly Brothers,8314,1585
Chromeo,4028,1584
Voivod,10672,1582
Michel Polnareff,10017,1582
Clannad,6181,1581
Various Artists,15457,1581
Cheri Dennis,8083,1579
Adriana,14566,1579
Fares Karam,4986,1579
Сергей Лазарев,8002,1577
O Rappa,5226,1576
Terranova,14688,1576
Quantic,12868,1576
Die drei ???,14804,1576
Ministry of Sound,94,1575
Earth Crisis,8930,1575
Susan Boyle,2052,1574
Claire Voyant,4134,1573
8mm,5184,1573
Lucy Lawless,13732,1572
Leigh Nash,3495,1570
The Divine Comedy,9631,1570
Afghan Whigs,869,1570
나르샤,9199,1569
Kamp!,16404,1568
DJ Vandan,16075,1568
Heavenly,4324,1567
Albert King,8123,1567
Attaque 77,10126,1567
Gritando HC,4848,1566
Pinhani,8444,1566
Mazzy Star,3890,1565
Kalafina,2116,1565
Silent Civilian,14890,1563
Fair to Midland,6134,1561
Damageplan,8259,1561
Emigrate,5609,1560
U.D.R.,7389,1560
Deacon Blue,87,1559
Pharrell,12535,1559
Boyz N Da Hood,18133,1558
NEVERSMILE,4237,1558
Powderfinger,6400,1556
Ed Cox,2703,1556
Over the Rhine,5650,1555
G-Dragon (지드래곤),12587,1554
Kenny G,9366,1553
Blue Foundation,5475,1552
Babylonia,4310,1552
Ollabelle,8112,1550
Birsen Tezer,8427,1549
Diwali,4514,1547
Here Comes The Kraken,8296,1544
Private,13161,1543
Electrelane,10110,1543
Necro,5040,1543
HYDE,406,1543
Loscil,6160,1542
